sess,page_end,leg,number,page_start,session_date,pub_date,id
1,40,3,109,1,2012-05-16 00:00:00,2012-05-17 00:00:00,l03s01n109
1,52,3,110,1,2012-05-17 00:00:00,2012-05-18 00:00:00,l03s01n110
1,59,3,111,1,2012-05-18 00:00:00,2012-05-19 00:00:00,l03s01n111
1,31,3,112,1,2012-05-23 00:00:00,2012-05-24 00:00:00,l03s01n112
1,32,3,113,1,2012-05-24 00:00:00,2012-05-25 00:00:00,l03s01n113
1,44,3,114,1,2012-05-25 00:00:00,2012-05-26 00:00:00,l03s01n114
1,30,3,115,1,2012-05-31 00:00:00,2012-05-31 00:00:00,l03s01n115
1,32,3,116,1,2012-05-31 00:00:00,2012-06-01 00:00:00,l03s01n116
1,78,3,117,1,2012-06-01 00:00:00,2012-06-02 00:00:00,l03s01n117
1,77,3,118,1,2012-06-06 00:00:00,2012-06-08 00:00:00,l03s01n118
1,49,3,119,1,2012-06-08 00:00:00,2012-06-09 00:00:00,l03s01n119
1,68,3,120,1,2012-06-14 00:00:00,2012-06-15 00:00:00,l03s01n120
1,38,3,121,1,2012-06-15 00:00:00,2012-06-16 00:00:00,l03s01n121
1,32,3,122,1,2012-06-20 00:00:00,2012-06-21 00:00:00,l03s01n122
1,35,3,123,1,2012-06-21 00:00:00,2012-06-22 00:00:00,l03s01n123
1,50,3,124,1,2012-06-22 00:00:00,2012-06-23 00:00:00,l03s01n124
1,65,3,125,1,2012-06-25 00:00:00,2012-06-26 00:00:00,l03s01n125
1,41,3,126,1,2012-06-27 00:00:00,2012-06-28 00:00:00,l03s01n126
1,36,3,127,1,2012-06-28 00:00:00,2012-06-29 00:00:00,l03s01n127
1,35,3,128,1,2012-06-29 00:00:00,2012-06-30 00:00:00,l03s01n128
1,63,3,129,1,2012-07-04 00:00:00,2012-07-05 00:00:00,l03s01n129
1,48,3,130,1,2012-07-05 00:00:00,2012-07-06 00:00:00,l03s01n130
1,55,3,131,1,2012-07-06 00:00:00,2012-07-07 00:00:00,l03s01n131
1,66,3,132,1,2012-07-11 00:00:00,2012-07-12 00:00:00,l03s01n132
1,67,3,133,1,2012-07-12 00:00:00,2012-07-13 00:00:00,l03s01n133
1,44,3,134,1,2012-07-13 00:00:00,2012-07-14 00:00:00,l03s01n134
1,81,3,135,1,2012-07-25 00:00:00,2012-07-26 00:00:00,l03s01n135
1,47,3,136,1,2012-09-12 00:00:00,2012-09-13 00:00:00,l03s01n136
2,45,3,1,1,2012-09-20 00:00:00,2012-09-20 00:00:00,l03s02n001
2,46,3,2,1,2012-09-20 00:00:00,2012-09-21 00:00:00,l03s02n002
2,59,3,3,1,2012-09-21 00:00:00,2012-09-22 00:00:00,l03s02n003
2,51,3,4,1,2012-09-26 00:00:00,2012-09-27 00:00:00,l03s02n004
2,50,3,5,1,2012-09-27 00:00:00,2012-09-28 00:00:00,l03s02n005
2,46,3,6,1,2012-09-28 00:00:00,2012-09-29 00:00:00,l03s02n006
2,64,3,7,1,2012-10-03 00:00:00,2012-10-04 00:00:00,l03s02n007
2,74,3,8,1,2012-10-04 00:00:00,2012-10-06 00:00:00,l03s02n008
2,59,3,9,1,2012-10-10 00:00:00,2012-10-11 00:00:00,l03s02n009
2,80,3,10,1,2012-10-11 00:00:00,2012-10-12 00:00:00,l03s02n010
2,56,3,11,1,2012-10-12 00:00:00,2012-10-13 00:00:00,l03s02n011
2,56,3,12,1,2012-10-17 00:00:00,2012-10-18 00:00:00,l03s02n012
2,48,3,13,1,2012-10-18 00:00:00,2012-10-19 00:00:00,l03s02n013
2,44,3,14,1,2012-10-19 00:00:00,2012-10-20 00:00:00,l03s02n014
2,42,3,15,1,2012-10-24 00:00:00,2012-10-25 00:00:00,l03s02n015
2,57,3,16,1,2012-10-25 00:00:00,2012-10-26 00:00:00,l03s02n016
2,77,3,17,1,2012-10-26 00:00:00,2012-10-27 00:00:00,l03s02n017
2,113,3,18,1,2012-10-30 00:00:00,2012-10-31 00:00:00,l03s02n018
2,87,3,19,1,2012-10-31 00:00:00,2012-11-02 00:00:00,l03s02n019
2,32,3,20,1,2012-11-21 00:00:00,2012-11-22 00:00:00,l03s02n020
2,53,3,21,1,2012-11-22 00:00:00,2012-11-23 00:00:00,l03s02n021
2,68,3,22,1,2012-11-23 00:00:00,2012-11-24 00:00:00,l03s02n022
2,81,3,23,1,2012-11-26 00:00:00,2012-11-27 00:00:00,l03s02n023
2,62,3,24,1,2012-11-27 00:00:00,2012-11-28 00:00:00,l03s02n024
2,66,3,25,1,2012-11-29 00:00:00,2012-11-30 00:00:00,l03s02n025
2,66,3,26,1,2012-12-05 00:00:00,2012-12-06 00:00:00,l03s02n026
2,39,3,27,1,2012-12-06 00:00:00,2012-12-07 00:00:00,l03s02n027
2,70,3,28,1,2012-12-07 00:00:00,2012-12-10 00:00:00,l03s02n028
2,47,3,29,1,2012-12-12 00:00:00,2012-12-13 00:00:00,l03s02n029
2,48,3,30,1,2012-12-13 00:00:00,2012-12-14 00:00:00,l03s02n030
2,63,3,31,1,2012-12-14 00:00:00,2012-12-15 00:00:00,l03s02n031
2,65,3,32,1,2012-12-19 00:00:00,2012-12-20 00:00:00,l03s02n032
2,46,3,33,1,2012-12-20 00:00:00,2012-12-21 00:00:00,l03s02n033
2,137,3,34,1,2012-12-21 00:00:00,2012-12-22 00:00:00,l03s02n034
2,43,3,35,1,2012-12-27 00:00:00,2012-12-28 00:00:00,l03s02n035
2,59,3,36,1,2013-01-03 00:00:00,2013-01-04 00:00:00,l03s02n036
2,42,3,37,1,2013-01-04 00:00:00,2013-01-05 00:00:00,l03s02n037
2,38,3,38,1,2013-01-09 00:00:00,2013-01-10 00:00:00,l03s02n038
2,41,3,39,1,2013-01-10 00:00:00,2013-01-11 00:00:00,l03s02n039
2,66,3,40,1,2013-01-11 00:00:00,2013-01-12 00:00:00,l03s02n040
2,68,3,41,1,2013-01-16 00:00:00,2013-01-17 00:00:00,l03s02n041
2,38,3,42,1,2013-01-17 00:00:00,2013-01-18 00:00:00,l03s02n042
2,42,3,43,1,2013-01-18 00:00:00,2013-01-19 00:00:00,l03s02n043
2,46,3,44,1,2013-01-23 00:00:00,2013-01-24 00:00:00,l03s02n044
2,53,3,45,1,2013-01-24 00:00:00,2013-01-25 00:00:00,l03s02n045
2,49,3,46,1,2013-01-25 00:00:00,2013-01-26 00:00:00,l03s02n046
2,43,3,47,1,2013-01-30 00:00:00,2013-01-31 00:00:00,l03s02n047
2,65,3,48,1,2013-01-31 00:00:00,2013-02-01 00:00:00,l03s02n048
2,55,3,49,1,2013-02-01 00:00:00,2013-02-02 00:00:00,l03s02n049
2,48,3,50,1,2013-02-06 00:00:00,2013-02-07 00:00:00,l03s02n050
2,55,3,51,1,2013-02-07 00:00:00,2013-02-08 00:00:00,l03s02n051
2,49,3,52,1,2013-02-08 00:00:00,2013-02-09 00:00:00,l03s02n052
2,50,3,53,1,2013-02-13 00:00:00,2013-02-14 00:00:00,l03s02n053
2,49,3,54,1,2013-02-14 00:00:00,2013-02-15 00:00:00,l03s02n054
2,41,3,55,1,2013-02-15 00:00:00,2013-02-16 00:00:00,l03s02n055
2,57,3,56,1,2013-02-20 00:00:00,2013-02-21 00:00:00,l03s02n056
2,38,3,57,1,2013-02-21 00:00:00,2013-02-22 00:00:00,l03s02n057
2,34,3,58,1,2013-02-22 00:00:00,2013-02-23 00:00:00,l03s02n058
2,43,3,59,1,2013-02-27 00:00:00,2013-02-28 00:00:00,l03s02n059
2,53,3,60,1,2013-02-28 00:00:00,2013-03-01 00:00:00,l03s02n060
2,47,3,61,1,2013-03-01 00:00:00,2013-03-02 00:00:00,l03s02n061
2,33,3,62,1,2013-03-06 00:00:00,2013-03-07 00:00:00,l03s02n062
2,74,3,63,1,2013-03-07 00:00:00,2013-03-08 00:00:00,l03s02n063
2,51,3,64,1,2013-03-08 00:00:00,2013-03-09 00:00:00,l03s02n064
2,32,3,65,1,2013-03-13 00:00:00,2013-03-14 00:00:00,l03s02n065
2,48,3,66,1,2013-03-14 00:00:00,2013-03-15 00:00:00,l03s02n066
2,68,3,67,1,2013-03-15 00:00:00,2013-03-16 00:00:00,l03s02n067
2,44,3,68,1,2013-03-20 00:00:00,2013-03-21 00:00:00,l03s02n068
2,52,3,69,1,2013-03-21 00:00:00,2013-03-22 00:00:00,l03s02n069
2,37,3,70,1,2013-03-22 00:00:00,2013-03-23 00:00:00,l03s02n070
2,41,3,71,1,2013-03-27 00:00:00,2013-03-28 00:00:00,l03s02n071
2,47,3,72,1,2013-03-28 00:00:00,2013-03-30 00:00:00,l03s02n072
2,61,3,73,1,2013-04-03 00:00:00,2013-04-04 00:00:00,l03s02n073
2,62,3,74,1,2013-04-04 00:00:00,2013-04-05 00:00:00,l03s02n074
2,35,3,75,1,2013-04-05 00:00:00,2013-04-06 00:00:00,l03s02n075
2,59,3,76,1,2013-04-10 00:00:00,2013-04-11 00:00:00,l03s02n076
2,60,3,77,1,2013-04-11 00:00:00,2013-04-12 00:00:00,l03s02n077
2,44,3,78,1,2013-04-12 00:00:00,2013-04-13 00:00:00,l03s02n078
2,63,3,79,1,2013-04-17 00:00:00,2013-04-18 00:00:00,l03s02n079
2,36,3,80,1,2013-04-18 00:00:00,2013-04-19 00:00:00,l03s02n080
2,55,3,81,1,2013-04-19 00:00:00,2013-04-20 00:00:00,l03s02n081
2,52,3,82,1,2013-04-24 00:00:00,2013-04-26 00:00:00,l03s02n082
2,24,3,83,1,2013-04-25 00:00:00,2013-04-26 00:00:00,l03s02n083
2,39,3,84,1,2013-05-02 00:00:00,2013-05-03 00:00:00,l03s02n084
2,42,3,85,1,2013-05-03 00:00:00,2013-05-04 00:00:00,l03s02n085
2,53,3,86,1,2013-05-08 00:00:00,2013-05-09 00:00:00,l03s02n086
2,28,3,87,1,2013-05-09 00:00:00,2013-05-10 00:00:00,l03s02n087
2,46,3,88,1,2013-05-10 00:00:00,2013-05-11 00:00:00,l03s02n088
2,57,3,89,1,2013-05-15 00:00:00,2013-05-16 00:00:00,l03s02n089
2,70,3,90,1,2013-05-16 00:00:00,2013-05-17 00:00:00,l03s02n090
2,65,3,91,1,2013-05-17 00:00:00,2013-05-18 00:00:00,l03s02n091
2,33,3,92,1,2013-05-22 00:00:00,2013-05-23 00:00:00,l03s02n092
2,51,3,93,1,2013-05-23 00:00:00,2013-05-24 00:00:00,l03s02n093
2,32,3,94,1,2013-05-24 00:00:00,2013-05-25 00:00:00,l03s02n094
2,51,3,95,1,2013-05-29 00:00:00,2013-05-30 00:00:00,l03s02n095
2,54,3,96,1,2013-05-30 00:00:00,2013-05-31 00:00:00,l03s02n096
2,60,3,97,1,2013-05-31 00:00:00,2013-06-01 00:00:00,l03s02n097
2,45,3,98,1,2013-06-05 00:00:00,2013-06-06 00:00:00,l03s02n098
2,74,3,99,1,2013-06-06 00:00:00,2013-06-07 00:00:00,l03s02n099
2,58,3,100,1,2013-06-07 00:00:00,2013-06-08 00:00:00,l03s02n100
2,54,3,101,1,2013-06-12 00:00:00,2013-06-14 00:00:00,l03s02n101
2,39,3,102,1,2013-06-14 00:00:00,2013-06-15 00:00:00,l03s02n102
2,63,3,103,1,2013-06-18 00:00:00,2013-06-19 00:00:00,l03s02n103
2,65,3,104,1,2013-06-19 00:00:00,2013-06-20 00:00:00,l03s02n104
2,41,3,105,1,2013-06-26 00:00:00,2013-06-27 00:00:00,l03s02n105
2,27,3,106,1,2013-06-27 00:00:00,2013-06-28 00:00:00,l03s02n106
2,66,3,107,1,2013-06-28 00:00:00,2013-06-29 00:00:00,l03s02n107
2,44,3,108,1,2013-07-03 00:00:00,2013-07-04 00:00:00,l03s02n108
2,44,3,109,1,2013-07-04 00:00:00,2013-07-05 00:00:00,l03s02n109
2,47,3,110,1,2013-07-05 00:00:00,2013-07-06 00:00:00,l03s02n110
2,35,3,111,1,2013-07-10 00:00:00,2013-07-11 00:00:00,l03s02n111
2,69,3,112,1,2013-07-11 00:00:00,2013-07-12 00:00:00,l03s02n112
2,62,3,113,1,2013-07-12 00:00:00,2013-07-13 00:00:00,l03s02n113
2,54,3,114,1,2013-07-18 00:00:00,2013-07-19 00:00:00,l03s02n114
2,79,3,115,1,2013-07-24 00:00:00,2013-07-25 00:00:00,l03s02n115
2,130,3,116,1,2013-07-29 00:00:00,2013-07-30 00:00:00,l03s02n116
2,43,3,117,1,2013-07-30 00:00:00,2013-07-31 00:00:00,l03s02n117
2,28,3,118,1,2013-09-11 00:00:00,2013-09-12 00:00:00,l03s02n118
1,16,4,1,1,2011-06-20 00:00:00,2011-06-21 00:00:00,l04s01n001
1,16,4,2,1,2011-06-21 00:00:00,2011-06-22 00:00:00,l04s01n002
1,84,4,3,1,2011-06-30 00:00:00,2011-07-01 00:00:00,l04s01n003
1,73,4,4,1,2011-07-01 00:00:00,2011-07-02 00:00:00,l04s01n004
1,40,4,5,1,2011-07-20 00:00:00,2011-07-21 00:00:00,l04s01n005
1,58,4,6,1,2011-07-21 00:00:00,2011-07-22 00:00:00,l04s01n006
1,40,4,7,1,2011-07-22 00:00:00,2011-07-23 00:00:00,l04s01n007
1,33,4,8,1,2011-07-27 00:00:00,2011-07-28 00:00:00,l04s01n008
1,45,4,9,1,2011-07-28 00:00:00,2011-07-29 00:00:00,l04s01n009
1,64,4,10,1,2011-07-29 00:00:00,2011-07-30 00:00:00,l04s01n010
1,68,4,11,1,2011-08-03 00:00:00,2011-08-04 00:00:00,l04s01n011
1,6,4,12,1,2012-10-13 00:00:00,2012-10-13 00:00:00,l04s01n012
1,57,4,13,1,2011-08-31 00:00:00,2011-09-01 00:00:00,l04s01n013
1,58,4,14,1,2011-09-01 00:00:00,2011-09-02 00:00:00,l04s01n014
1,55,4,15,1,2011-09-02 00:00:00,2011-09-03 00:00:00,l04s01n015
1,69,4,16,1,2011-09-07 00:00:00,2011-09-08 00:00:00,l04s01n016
1,76,4,17,1,2011-09-08 00:00:00,2011-09-09 00:00:00,l04s01n017
1,36,4,18,1,2011-09-14 00:00:00,2011-09-15 00:00:00,l04s01n018
1,74,4,19,1,2011-09-15 00:00:00,2011-09-16 00:00:00,l04s01n019
1,59,4,20,1,2011-09-16 00:00:00,2011-09-17 00:00:00,l04s01n020
1,41,4,21,1,2011-09-21 00:00:00,2011-09-22 00:00:00,l04s01n021
1,69,4,22,1,2011-09-22 00:00:00,2011-09-23 00:00:00,l04s01n022
1,68,4,23,1,2011-09-23 00:00:00,2011-09-24 00:00:00,l04s01n023
1,40,4,24,1,2011-09-28 00:00:00,2011-09-29 00:00:00,l04s01n024
1,71,4,25,1,2011-09-29 00:00:00,2011-09-30 00:00:00,l04s01n025
1,50,4,26,1,2011-09-30 00:00:00,2011-10-01 00:00:00,l04s01n026
1,62,4,27,1,2011-10-06 00:00:00,2011-10-07 00:00:00,l04s01n027
1,42,4,28,1,2011-10-07 00:00:00,2011-10-08 00:00:00,l04s01n028
1,48,4,29,1,2011-10-12 00:00:00,2011-10-13 00:00:00,l04s01n029
1,54,4,30,1,2011-10-13 00:00:00,2011-10-14 00:00:00,l04s01n030
1,41,4,31,1,2011-10-14 00:00:00,2011-10-15 00:00:00,l04s01n031
1,68,4,32,1,2011-10-19 00:00:00,2011-10-20 00:00:00,l04s01n032
1,22,4,33,1,2011-10-20 00:00:00,2011-10-21 00:00:00,l04s01n033
1,51,4,34,1,2011-10-21 00:00:00,2011-10-22 00:00:00,l04s01n034
1,51,4,35,1,2011-10-26 00:00:00,2011-10-27 00:00:00,l04s01n035
1,44,4,36,1,2011-10-27 00:00:00,2011-10-28 00:00:00,l04s01n036
1,64,4,37,1,2011-10-28 00:00:00,2011-10-29 00:00:00,l04s01n037
1,56,4,38,1,2011-11-04 00:00:00,2011-11-05 00:00:00,l04s01n038
1,123,4,39,1,2011-11-10 00:00:00,2011-11-11 00:00:00,l04s01n039
1,81,4,40,1,2011-11-11 00:00:00,2011-12-12 00:00:00,l04s01n040
1,30,4,41,1,2011-11-22 00:00:00,2011-11-23 00:00:00,l04s01n041
1,61,4,42,1,2011-11-25 00:00:00,2011-11-26 00:00:00,l04s01n042
1,67,4,43,1,2011-11-28 00:00:00,2011-11-29 00:00:00,l04s01n043
1,70,4,44,1,2011-11-29 00:00:00,2011-11-30 00:00:00,l04s01n044
1,54,4,45,1,2011-11-30 00:00:00,2011-12-02 00:00:00,l04s01n045
1,51,4,46,1,2011-12-02 00:00:00,2011-12-03 00:00:00,l04s01n046
1,65,4,47,1,2011-12-07 00:00:00,2011-12-09 00:00:00,l04s01n047
1,68,4,48,1,2011-12-09 00:00:00,2011-12-10 00:00:00,l04s01n048
1,34,4,49,1,2011-12-14 00:00:00,2011-12-15 00:00:00,l04s01n049
1,82,4,50,1,2011-12-15 00:00:00,2011-12-16 00:00:00,l04s01n050
1,47,4,51,1,2011-12-16 00:00:00,2011-12-17 00:00:00,l04s01n051
1,71,4,52,1,2011-12-21 00:00:00,2011-12-22 00:00:00,l04s01n052
1,57,4,53,1,2011-12-22 00:00:00,2011-12-23 00:00:00,l04s01n053
1,70,4,54,1,2012-01-04 00:00:00,2012-01-05 00:00:00,l04s01n054
1,60,4,55,1,2012-01-05 00:00:00,2012-01-06 00:00:00,l04s01n055
1,44,4,56,1,2012-01-06 00:00:00,2012-01-07 00:00:00,l04s01n056
1,67,4,57,1,2012-01-11 00:00:00,2012-01-12 00:00:00,l04s01n057
1,63,4,58,1,2012-01-12 00:00:00,2012-01-13 00:00:00,l04s01n058
1,43,4,59,1,2012-01-13 00:00:00,2012-01-14 00:00:00,l04s01n059
1,47,4,60,1,2012-01-18 00:00:00,2012-01-19 00:00:00,l04s01n060
1,76,4,61,1,2012-01-19 00:00:00,2012-01-20 00:00:00,l04s01n061
1,55,4,62,1,2012-01-20 00:00:00,2012-01-21 00:00:00,l04s01n062
1,44,4,63,1,2012-01-25 00:00:00,2012-01-26 00:00:00,l04s01n063
1,48,4,64,1,2012-01-26 00:00:00,2012-01-27 00:00:00,l04s01n064
1,50,4,65,1,2012-01-27 00:00:00,2012-01-28 00:00:00,l04s01n065
1,58,4,66,1,2012-02-01 00:00:00,2012-02-02 00:00:00,l04s01n066
1,58,4,67,1,2012-02-02 00:00:00,2012-02-03 00:00:00,l04s01n067
1,48,4,68,1,2012-02-03 00:00:00,2012-02-04 00:00:00,l04s01n068
1,41,4,69,1,2012-02-08 00:00:00,2012-02-09 00:00:00,l04s01n069
1,51,4,70,1,2012-02-09 00:00:00,2012-02-10 00:00:00,l04s01n070
1,60,4,71,1,2012-02-10 00:00:00,2012-02-11 00:00:00,l04s01n071
1,35,4,72,1,2012-02-15 00:00:00,2012-02-16 00:00:00,l04s01n072
1,54,4,73,1,2012-02-16 00:00:00,2012-02-17 00:00:00,l04s01n073
1,46,4,74,1,2012-02-17 00:00:00,2012-02-18 00:00:00,l04s01n074
1,54,4,75,1,2012-02-22 00:00:00,2012-02-23 00:00:00,l04s01n075
1,53,4,76,1,2012-02-23 00:00:00,2012-02-24 00:00:00,l04s01n076
1,56,4,77,1,2012-02-24 00:00:00,2012-02-25 00:00:00,l04s01n077
1,60,4,78,1,2012-02-29 00:00:00,2012-03-01 00:00:00,l04s01n078
1,47,4,79,1,2012-03-01 00:00:00,2012-03-02 00:00:00,l04s01n079
1,46,4,80,1,2012-03-02 00:00:00,2012-03-03 00:00:00,l04s01n080
1,28,4,81,1,2012-03-07 00:00:00,2012-03-08 00:00:00,l04s01n081
1,63,4,82,1,2012-03-08 00:00:00,2012-03-09 00:00:00,l04s01n082
1,63,4,83,1,2012-03-09 00:00:00,2012-03-10 00:00:00,l04s01n083
1,51,4,84,1,2012-03-14 00:00:00,2012-03-15 00:00:00,l04s01n084
1,65,4,85,1,2012-03-15 00:00:00,2012-03-16 00:00:00,l04s01n085
1,54,4,86,1,2012-03-16 00:00:00,2012-03-17 00:00:00,l04s01n086
1,46,4,87,1,2012-03-21 00:00:00,2012-03-22 00:00:00,l04s01n087
1,66,4,88,1,2012-03-22 00:00:00,2012-03-23 00:00:00,l04s01n088
1,60,4,89,1,2012-03-28 00:00:00,2012-03-29 00:00:00,l04s01n089
1,51,4,90,1,2012-03-29 00:00:00,2012-03-30 00:00:00,l04s01n090
1,43,4,91,1,2012-03-30 00:00:00,2012-03-31 00:00:00,l04s01n091
1,62,4,92,1,2012-04-04 00:00:00,2012-04-05 00:00:00,l04s01n092
1,45,4,93,1,2012-04-05 00:00:00,2012-04-07 00:00:00,l04s01n093
1,43,4,94,1,2012-04-11 00:00:00,2012-04-12 00:00:00,l04s01n094
1,54,4,95,1,2012-04-12 00:00:00,2012-04-13 00:00:00,l04s01n095
1,59,4,96,1,2012-04-13 00:00:00,2012-04-14 00:00:00,l04s01n096
1,59,4,97,1,2012-04-18 00:00:00,2012-04-19 00:00:00,l04s01n097
1,54,4,98,1,2012-04-19 00:00:00,2012-04-20 00:00:00,l04s01n098
1,39,4,99,1,2012-04-20 00:00:00,2012-04-21 00:00:00,l04s01n099
1,22,4,100,1,2012-04-25 00:00:00,2012-04-26 00:00:00,l04s01n100
1,36,4,101,1,2012-04-26 00:00:00,2012-04-27 00:00:00,l04s01n101
1,33,4,102,1,2012-04-27 00:00:00,2012-04-28 00:00:00,l04s01n102
1,44,4,103,1,2012-05-02 00:00:00,2012-05-03 00:00:00,l04s01n103
1,66,4,104,1,2012-05-03 00:00:00,2012-05-04 00:00:00,l04s01n104
1,28,4,105,1,2012-05-04 00:00:00,2012-05-05 00:00:00,l04s01n105
1,29,4,106,1,2012-05-09 00:00:00,2012-05-10 00:00:00,l04s01n106
1,42,4,107,1,2012-05-10 00:00:00,2012-05-11 00:00:00,l04s01n107
1,58,4,108,1,2012-05-11 00:00:00,2012-05-12 00:00:00,l04s01n108
1,40,4,109,1,2012-05-16 00:00:00,2012-05-17 00:00:00,l04s01n109
1,52,4,110,1,2012-05-17 00:00:00,2012-05-18 00:00:00,l04s01n110
1,59,4,111,1,2012-05-18 00:00:00,2012-05-19 00:00:00,l04s01n111
1,31,4,112,1,2012-05-23 00:00:00,2012-05-24 00:00:00,l04s01n112
1,32,4,113,1,2012-05-24 00:00:00,2012-05-25 00:00:00,l04s01n113
1,44,4,114,1,2012-05-25 00:00:00,2012-05-26 00:00:00,l04s01n114
1,30,4,115,1,2012-05-31 00:00:00,2012-05-31 00:00:00,l04s01n115
1,32,4,116,1,2012-05-31 00:00:00,2012-06-01 00:00:00,l04s01n116
1,78,4,117,1,2012-06-01 00:00:00,2012-06-02 00:00:00,l04s01n117
1,77,4,118,1,2012-06-06 00:00:00,2012-06-08 00:00:00,l04s01n118
1,49,4,119,1,2012-06-08 00:00:00,2012-06-09 00:00:00,l04s01n119
1,68,4,120,1,2012-06-14 00:00:00,2012-06-15 00:00:00,l04s01n120
1,38,4,121,1,2012-06-15 00:00:00,2012-06-16 00:00:00,l04s01n121
1,32,4,122,1,2012-06-20 00:00:00,2012-06-21 00:00:00,l04s01n122
1,35,4,123,1,2012-06-21 00:00:00,2012-06-22 00:00:00,l04s01n123
1,50,4,124,1,2012-06-22 00:00:00,2012-06-23 00:00:00,l04s01n124
1,65,4,125,1,2012-06-25 00:00:00,2012-06-26 00:00:00,l04s01n125
1,41,4,126,1,2012-06-27 00:00:00,2012-06-28 00:00:00,l04s01n126
1,36,4,127,1,2012-06-28 00:00:00,2012-06-29 00:00:00,l04s01n127
1,35,4,128,1,2012-06-29 00:00:00,2012-06-30 00:00:00,l04s01n128
1,63,4,129,1,2012-07-04 00:00:00,2012-07-05 00:00:00,l04s01n129
1,48,4,130,1,2012-07-05 00:00:00,2012-07-06 00:00:00,l04s01n130
1,55,4,131,1,2012-07-06 00:00:00,2012-07-07 00:00:00,l04s01n131
1,66,4,132,1,2012-07-11 00:00:00,2012-07-12 00:00:00,l04s01n132
1,67,4,133,1,2012-07-12 00:00:00,2012-07-13 00:00:00,l04s01n133
1,44,4,134,1,2012-07-13 00:00:00,2012-07-14 00:00:00,l04s01n134
1,81,4,135,1,2012-07-25 00:00:00,2012-07-26 00:00:00,l04s01n135
1,47,4,136,1,2012-09-12 00:00:00,2012-09-13 00:00:00,l04s01n136
2,45,4,1,1,2012-09-20 00:00:00,2012-09-20 00:00:00,l04s02n001
2,46,4,2,1,2012-09-20 00:00:00,2012-09-21 00:00:00,l04s02n002
2,59,4,3,1,2012-09-21 00:00:00,2012-09-22 00:00:00,l04s02n003
2,51,4,4,1,2012-09-26 00:00:00,2012-09-27 00:00:00,l04s02n004
2,50,4,5,1,2012-09-27 00:00:00,2012-09-28 00:00:00,l04s02n005
2,46,4,6,1,2012-09-28 00:00:00,2012-09-29 00:00:00,l04s02n006
2,64,4,7,1,2012-10-03 00:00:00,2012-10-04 00:00:00,l04s02n007
2,74,4,8,1,2012-10-04 00:00:00,2012-10-06 00:00:00,l04s02n008
2,59,4,9,1,2012-10-10 00:00:00,2012-10-11 00:00:00,l04s02n009
2,80,4,10,1,2012-10-11 00:00:00,2012-10-12 00:00:00,l04s02n010
2,56,4,11,1,2012-10-12 00:00:00,2012-10-13 00:00:00,l04s02n011
2,56,4,12,1,2012-10-17 00:00:00,2012-10-18 00:00:00,l04s02n012
2,48,4,13,1,2012-10-18 00:00:00,2012-10-19 00:00:00,l04s02n013
2,44,4,14,1,2012-10-19 00:00:00,2012-10-20 00:00:00,l04s02n014
2,42,4,15,1,2012-10-24 00:00:00,2012-10-25 00:00:00,l04s02n015
2,57,4,16,1,2012-10-25 00:00:00,2012-10-26 00:00:00,l04s02n016
2,77,4,17,1,2012-10-26 00:00:00,2012-10-27 00:00:00,l04s02n017
2,113,4,18,1,2012-10-30 00:00:00,2012-10-31 00:00:00,l04s02n018
2,87,4,19,1,2012-10-31 00:00:00,2012-11-02 00:00:00,l04s02n019
2,32,4,20,1,2012-11-21 00:00:00,2012-11-22 00:00:00,l04s02n020
2,53,4,21,1,2012-11-22 00:00:00,2012-11-23 00:00:00,l04s02n021
2,68,4,22,1,2012-11-23 00:00:00,2012-11-24 00:00:00,l04s02n022
2,81,4,23,1,2012-11-26 00:00:00,2012-11-27 00:00:00,l04s02n023
2,62,4,24,1,2012-11-27 00:00:00,2012-11-28 00:00:00,l04s02n024
2,66,4,25,1,2012-11-29 00:00:00,2012-11-30 00:00:00,l04s02n025
2,66,4,26,1,2012-12-05 00:00:00,2012-12-06 00:00:00,l04s02n026
2,39,4,27,1,2012-12-06 00:00:00,2012-12-07 00:00:00,l04s02n027
2,70,4,28,1,2012-12-07 00:00:00,2012-12-10 00:00:00,l04s02n028
2,47,4,29,1,2012-12-12 00:00:00,2012-12-13 00:00:00,l04s02n029
2,48,4,30,1,2012-12-13 00:00:00,2012-12-14 00:00:00,l04s02n030
2,63,4,31,1,2012-12-14 00:00:00,2012-12-15 00:00:00,l04s02n031
2,65,4,32,1,2012-12-19 00:00:00,2012-12-20 00:00:00,l04s02n032
2,46,4,33,1,2012-12-20 00:00:00,2012-12-21 00:00:00,l04s02n033
2,137,4,34,1,2012-12-21 00:00:00,2012-12-22 00:00:00,l04s02n034
2,43,4,35,1,2012-12-27 00:00:00,2012-12-28 00:00:00,l04s02n035
2,59,4,36,1,2013-01-03 00:00:00,2013-01-04 00:00:00,l04s02n036
2,42,4,37,1,2013-01-04 00:00:00,2013-01-05 00:00:00,l04s02n037
2,38,4,38,1,2013-01-09 00:00:00,2013-01-10 00:00:00,l04s02n038
2,41,4,39,1,2013-01-10 00:00:00,2013-01-11 00:00:00,l04s02n039
2,66,4,40,1,2013-01-11 00:00:00,2013-01-12 00:00:00,l04s02n040
2,68,4,41,1,2013-01-16 00:00:00,2013-01-17 00:00:00,l04s02n041
2,38,4,42,1,2013-01-17 00:00:00,2013-01-18 00:00:00,l04s02n042
