leg,sess,num,date,pub_date,page_start,page_end
12,2,29,2012-12-12,2012-12-13,1,47
12,2,30,2012-12-13,2012-12-14,1,48
12,2,31,2012-12-14,2012-12-15,1,63
12,2,32,2012-12-19,2012-12-20,1,65
12,2,33,2012-12-20,2012-12-21,1,46
12,2,34,2012-12-21,2012-12-22,1,137
12,2,35,2012-12-27,2012-12-28,1,43
12,2,36,2013-01-03,2013-01-04,1,59
12,2,37,2013-01-04,2013-01-05,1,42
12,2,38,2013-01-09,2013-01-10,1,38
12,2,39,2013-01-10,2013-01-11,1,41
12,2,40,2013-01-11,2013-01-12,1,66
12,2,41,2013-01-16,2013-01-17,1,68
12,2,42,2013-01-17,2013-01-18,1,38
12,2,43,2013-01-18,2013-01-19,1,42
12,2,44,2013-01-23,2013-01-24,1,46
12,2,45,2013-01-24,2013-01-25,1,53
12,2,46,2013-01-25,2013-01-26,1,49
12,2,47,2013-01-30,2013-01-31,1,43
12,2,48,2013-01-31,2013-02-01,1,65
12,2,49,2013-02-01,2013-02-02,1,55
12,2,50,2013-02-06,2013-02-07,1,48
12,2,51,2013-02-07,2013-02-08,1,55
12,2,52,2013-02-08,2013-02-09,1,49
12,2,53,2013-02-13,2013-02-14,1,50
12,2,54,2013-02-14,2013-02-15,1,49
12,2,55,2013-02-15,2013-02-16,1,41
12,2,56,2013-02-20,2013-02-21,1,57
12,2,57,2013-02-21,2013-02-22,1,38
12,2,58,2013-02-22,2013-02-23,1,34
12,2,59,2013-02-27,2013-02-28,1,43
12,2,60,2013-02-28,2013-03-01,1,53
12,2,61,2013-03-01,2013-03-02,1,47
12,2,62,2013-03-06,2013-03-07,1,33
12,2,63,2013-03-07,2013-03-08,1,74
12,2,64,2013-03-08,2013-03-09,1,51
12,2,65,2013-03-13,2013-03-14,1,32
12,2,66,2013-03-14,2013-03-15,1,48
12,2,67,2013-03-15,2013-03-16,1,68
12,2,68,2013-03-20,2013-03-21,1,44
12,2,69,2013-03-21,2013-03-22,1,52
12,2,70,2013-03-22,2013-03-23,1,37
12,2,71,2013-03-27,2013-03-28,1,41
12,2,72,2013-03-28,2013-03-30,1,47
12,2,73,2013-04-03,2013-04-04,1,61
12,2,74,2013-04-04,2013-04-05,1,62
12,2,75,2013-04-05,2013-04-06,1,35
12,2,76,2013-04-10,2013-04-11,1,59
12,2,77,2013-04-11,2013-04-12,1,60
12,2,78,2013-04-12,2013-04-13,1,44
12,2,79,2013-04-17,2013-04-18,1,63
12,2,80,2013-04-18,2013-04-19,1,36
12,2,81,2013-04-19,2013-04-20,1,55
12,2,82,2013-04-24,2013-04-26,1,52
12,2,83,2013-04-25,2013-04-26,1,24
12,2,84,2013-05-02,2013-05-03,1,39
12,2,85,2013-05-03,2013-05-04,1,42
12,2,86,2013-05-08,2013-05-09,1,53
12,2,87,2013-05-09,2013-05-10,1,28
12,2,88,2013-05-10,2013-05-11,1,46
12,2,89,2013-05-15,2013-05-16,1,57
12,2,90,2013-05-16,2013-05-17,1,70
12,2,91,2013-05-17,2013-05-18,1,65
12,2,92,2013-05-22,2013-05-23,1,33
12,2,93,2013-05-23,2013-05-24,1,51
12,2,94,2013-05-24,2013-05-25,1,32
12,2,95,2013-05-29,2013-05-30,1,51
12,2,96,2013-05-30,2013-05-31,1,54
12,2,97,2013-05-31,2013-06-01,1,60
12,2,98,2013-06-05,2013-06-06,1,45
12,2,99,2013-06-06,2013-06-07,1,74
12,2,100,2013-06-07,2013-06-08,1,58
12,2,101,2013-06-12,2013-06-14,1,54
12,2,102,2013-06-14,2013-06-15,1,39
12,2,103,2013-06-18,2013-06-19,1,63
12,2,104,2013-06-19,2013-06-20,1,65
12,2,105,2013-06-26,2013-06-27,1,41
12,2,106,2013-06-27,2013-06-28,1,27
12,2,107,2013-06-28,2013-06-29,1,66
12,2,108,2013-07-03,2013-07-04,1,44
12,2,109,2013-07-04,2013-07-05,1,44
12,2,110,2013-07-05,2013-07-06,1,47
12,2,111,2013-07-10,2013-07-11,1,35
12,2,112,2013-07-11,2013-07-12,1,69
12,2,113,2013-07-12,2013-07-13,1,62
12,2,114,2013-07-18,2013-07-19,1,54
12,2,115,2013-07-24,2013-07-25,1,79
12,2,116,2013-07-29,2013-07-30,1,130
12,2,117,2013-07-30,2013-07-31,1,43
12,2,118,2013-09-11,2013-09-12,1,28
12,3,1,2013-09-16,2013-09-17,1,45
12,3,2,2013-09-17,2013-09-18,1,32
12,3,3,2013-09-18,2013-09-19,1,42
12,3,4,2013-10-02,2013-10-03,1,49
12,3,5,2013-10-03,2013-10-04,1,32
12,3,6,2013-10-04,2013-10-05,1,36
12,3,7,2013-10-09,2013-10-10,1,56
12,3,8,2013-10-10,2013-10-11,1,39
12,3,9,2013-10-11,2013-10-12,1,47
12,3,10,2013-10-16,2013-10-17,1,57
12,3,11,2013-10-17,2013-10-18,1,40
12,3,12,2013-10-18,2013-10-19,1,36
12,3,13,2013-10-23,2013-10-24,1,45
12,3,14,2013-10-24,2013-10-25,1,73
12,3,15,2013-10-25,2013-10-26,1,66
12,3,16,2013-10-31,2013-11-01,1,118
12,3,17,2013-11-01,2013-11-02,1,133
12,3,18,2013-11-21,2013-11-22,1,59
12,3,19,2013-11-22,2013-11-23,1,62
12,3,20,2013-11-25,2013-11-26,1,56
12,3,21,2013-11-26,2013-11-27,1,72
12,3,22,2013-11-29,2013-11-30,1,57
12,3,23,2013-12-04,2013-12-05,1,72
12,3,24,2013-12-05,2013-12-06,1,51
12,3,25,2013-12-06,2013-12-07,1,65
12,3,26,2013-12-09,2013-12-10,1,2
12,3,27,2013-12-11,2013-12-12,1,56
12,3,28,2013-12-12,2013-12-13,1,51
12,3,29,2013-12-13,2013-12-14,1,52
12,3,30,2013-12-18,2013-12-19,1,26
12,3,31,2013-12-19,2013-12-20,1,45
12,3,32,2013-12-20,2013-12-21,1,41
12,3,33,2014-01-08,2014-01-09,1,58
12,3,34,2014-01-09,2014-01-10,1,36
12,3,35,2014-01-10,2014-01-11,1,52
12,3,36,2014-01-15,2014-01-16,1,62
12,3,37,2014-01-16,2014-01-17,1,42
12,3,38,2014-01-17,2014-01-18,1,39
12,3,39,2014-01-22,2014-01-23,1,41
12,3,40,2014-01-23,2014-01-24,1,42
12,3,41,2014-01-24,2014-01-25,1,73
12,3,42,2014-01-29,2014-01-30,1,52
12,3,43,2014-01-30,2014-01-31,1,37
12,3,44,2014-01-31,2014-02-01,1,38
12,3,45,2014-02-05,2014-02-06,1,55
12,3,46,2014-02-06,2014-02-07,1,35
12,3,47,2014-02-07,2014-02-08,1,44
12,3,48,2014-02-12,2014-02-13,1,45
12,3,49,2014-02-13,2014-02-14,1,60
12,3,50,2014-02-14,2014-02-15,1,37
12,3,51,2014-02-19,2014-02-20,1,44
12,3,52,2014-02-20,2014-02-21,1,65
12,3,53,2014-02-26,2014-02-27,1,34
12,3,54,2014-02-27,2014-02-28,1,51
12,3,55,2014-02-28,2014-03-01,1,62
12,3,56,2014-03-05,2014-03-06,1,30
12,3,57,2014-03-06,2014-03-07,1,44
12,3,58,2014-03-07,2014-03-08,1,42
12,3,59,2014-03-12,2014-03-13,1,43
12,3,60,2014-03-13,2014-03-14,1,42
12,3,61,2014-03-14,2014-03-15,1,52
12,3,62,2014-03-19,2014-03-20,1,40
12,3,63,2014-03-20,2014-03-21,1,35
12,3,64,2014-03-21,2014-03-22,1,44
12,3,65,2014-03-26,2014-03-27,1,64
12,3,66,2014-03-27,2014-03-28,1,31
12,3,67,2014-03-28,2014-03-29,1,61
12,3,68,2014-04-02,2014-04-03,1,38
12,3,69,2014-04-03,2014-04-04,1,33
12,3,70,2014-04-04,2014-04-05,1,41
12,3,71,2014-04-09,2014-04-10,1,39
12,3,72,2014-04-10,2014-04-11,1,48
12,3,73,2014-04-11,2014-04-12,1,46
12,3,74,2014-04-16,2014-04-17,1,36
12,3,75,2014-04-17,2014-04-19,1,49
12,3,76,2014-04-23,2014-04-24,1,28
12,3,77,2014-04-24,2014-04-26,1,32
12,3,78,2014-04-25,2014-04-26,1,24
12,3,79,2014-04-30,2014-05-02,1,35
12,3,80,2014-05-02,2014-05-03,1,92
12,3,81,2014-05-07,2014-05-08,1,37
12,3,82,2014-05-08,2014-05-09,1,33
12,3,83,2014-05-09,2014-05-10,1,46
12,3,84,2014-05-12,2014-05-13,1,50
12,3,85,2014-05-13,2014-05-14,1,49
12,3,86,2014-05-14,2014-05-15,1,52
12,3,87,2014-05-28,2014-05-29,1,46
12,3,88,2014-05-29,2014-05-30,1,46
12,3,89,2014-05-30,2014-05-31,1,62
12,3,90,2014-06-04,2014-06-05,1,25
12,3,91,2014-06-05,2014-06-06,1,34
12,3,92,2014-06-06,2014-06-07,1,65
12,3,93,2014-06-11,2014-06-12,1,56
12,3,94,2014-06-13,2014-06-14,1,53
12,3,95,2014-06-18,2014-06-19,1,50
12,3,96,2014-06-19,2014-06-20,1,39
12,3,97,2014-06-20,2014-06-21,1,50
12,3,98,2014-06-25,2014-06-26,1,36
12,3,99,2014-06-26,2014-06-27,1,39
12,3,100,2014-06-26,2014-06-27,1,35
12,3,101,2014-07-27,2014-07-28,1,75
12,3,102,2014-07-02,2014-07-03,1,66
12,3,103,2014-07-08,2014-07-09,1,63
12,3,104,2014-07-10,2014-07-11,1,61
12,3,105,2014-07-26,2014-07-26,1,58
12,3,106,2014-08-07,2014-08-08,1,24
12,3,107,2014-08-21,2014-08-22,1,7
12,3,108,2014-09-02,2014-09-03,1,22
12,3,109,2014-09-04,2014-09-05,1,27
12,3,110,2014-09-11,2014-09-12,1,40
12,4,1,2014-09-17,2014-09-18,1,32
12,4,2,2014-09-18,2014-09-19,1,56
12,4,3,2014-09-19,2014-09-20,1,43
12,4,4,2014-09-24,2014-09-25,1,57
12,4,5,2014-09-25,2014-09-26,1,46
12,4,6,2014-09-26,2014-09-27,1,36
12,4,7,2014-10-01,2014-10-02,1,51
12,4,8,2014-10-02,2014-10-03,1,45
12,4,9,2014-10-03,2014-10-04,1,46
12,4,10,2014-10-08,2014-10-09,1,70
12,4,11,2014-10-09,2014-10-10,1,52
12,4,12,2014-10-10,2014-10-11,1,42
12,4,13,2014-10-15,2014-10-16,1,37
12,4,14,2014-10-16,2014-10-17,1,36
12,4,15,2014-10-17,2014-10-18,1,52
12,4,16,2014-10-22,2014-10-23,1,47
12,4,18,2014-10-30,2014-10-31,1,116
12,4,19,2014-10-31,2014-11-01,1,75
12,4,20,2014-11-20,2014-11-21,1,48
12,4,21,2014-11-21,2014-11-22,1,54
12,4,22,2014-11-24,2014-11-25,1,54
12,4,23,2014-11-25,2014-11-26,1,55
12,4,24,2014-11-26,2014-11-27,1,72
12,4,25,2014-12-03,2014-12-04,1,39
12,4,26,2014-12-04,2014-12-05,1,56
12,4,27,2014-12-05,2014-12-06,1,55
12,4,28,2014-12-10,2014-12-11,1,38
12,4,29,2014-12-11,2014-12-12,1,36
